1626153,n1626153.png,Delon,Wright,Guard,Guard,68.9,7.4,3.6,3.9,0.3,1.8,0.9,1.2,2.4,5.8,2.8,1.2,1,0.8
1626156,n1626156.png,D'Angelo,Russell,Guard,Guard,81.4,17.8,3,6.2,0.4,1,2.6,0.5,2.5,13.4,6.3,3,2.5,2.7
1626157,n1626157.png,Karl-Anthony,Towns,Center,Forward,88,20.8,8.1,4.8,0.6,0.7,3,1.7,6.5,14.8,7.3,4.7,4.1,2.1
1626158,n1626158.png,Richaun,Holmes,Forward,Forward,56.3,3.1,1.9,0.2,0.3,0.1,0.3,0.7,1.2,2.1,1.3,0.5,0.4,0.1
1626159,n1626159.png,Justise,Winslow,Forward,Guard,66.9,6.8,5,3.4,0.4,1,1.5,1.7,3.3,6.8,2.8,1,0.7,0.5
1626162,n1626162.png,Kelly,Oubre Jr.,Forward,Guard,78.8,20.2,5.2,1.1,0.4,1.4,1.3,1.4,3.8,17.1,7.4,4.3,3.3,2.2
1626163,n1626163.png,Frank,Kaminsky,Forward,Center,55.8,2.5,1.4,0.9,0.1,0.2,0.2,0.2,1.2,1.8,0.9,0.4,0.4,0.4
1626164,n1626164.png,Devin,Booker,Guard,Guard,93,27.8,4.5,5.5,0.3,1,2.7,0.9,3.7,20.1,9.9,6.8,5.8,2.1
1626166,n1626166.png,Cameron,Payne,Guard,Guard,68.8,10.3,2.2,4.5,0.2,0.7,1.7,0.2,2,9.4,3.9,1.3,1,1.4
1626167,n1626167.png,Myles,Turner,Center,Forward,83.2,18,7.5,1.4,2.3,0.6,1.7,1.4,6.1,11.8,6.5,4.5,3.5,1.5
1626168,n1626168.png,Trey,Lyles,Forward,Forward,64.1,7.6,4.1,0.9,0.4,0.4,0.9,0.9,3.1,5.5,2.5,1.7,1.4,1.2
1626169,n1626169.png,Stanley,Johnson,Forward,Guard,63,5.8,3.2,2.2,0.2,0.5,1.1,0.7,2.4,4.1,2.2,1.3,0.9,0.6
1626171,n1626171.png,Bobby,Portis,Forward,Forward,77.4,14.1,9.6,1.5,0.2,0.4,1.2,2.2,7.4,11.5,5.7,1.8,1.4,1.4
1626172,n1626172.png,Kevon,Looney,Forward,Forward,72.2,7,9.3,2.5,0.6,0.6,0.5,3.3,5.9,4.7,3,1.9,1.1,0
1626174,n1626174.png,Christian,Wood,Forward,Forward,79.3,16.6,7.3,1.8,1.1,0.4,1.8,1.3,6,11.5,5.9,4.2,3.2,1.6
1626179,n1626179.png,Terry,Rozier,Guard,Guard,82.9,21.1,4.1,5.1,0.3,1.2,2.1,0.8,3.3,18.9,7.8,3.5,2.8,2.6
1626181,n1626181.png,Norman,Powell,Guard,Guard,74.5,17,2.9,1.8,0.3,0.8,1.7,0.4,2.5,11.8,5.7,4.6,3.8,1.9
1626192,n1626192.png,Pat,Connaughton,Guard,Guard,64.6,7.6,4.6,1.3,0.2,0.6,0.5,0.8,3.8,6.9,2.7,0.7,0.4,1.8
1626195,n1626195.png,Willy,Hernangomez,Center,Forward,63.7,6.9,4.7,0.9,0.3,0.4,1,1.5,3.2,4.4,2.3,2.7,2.1,0.1
1626196,n1626196.png,Josh,Richardson,Guard,Guard,68,10.1,2.7,2.7,0.3,1.1,1.3,0.6,2.1,8.5,3.7,1.2,1.1,1.6
1626204,n1626204.png,Larry,Nance Jr.,Forward,Center,67.5,6.8,5.4,1.8,0.6,0.9,0.6,1.6,3.8,4.7,2.9,1.2,0.8,0.2
1626220,n1626220.png,Royce,O'Neale,Forward,Forward,70,8.8,5.1,3.7,0.6,0.9,1.5,0.7,4.3,7.8,3,0.9,0.7,2.1
1626224,n1626224.png,Cedi,Osman,Forward,Forward,64,8.7,2.3,1.5,0.1,0.5,0.7,0.3,2,6.9,3.1,1.4,1,1.5
1626246,n1626246.png,Boban,Marjanovic,Center,Center,56.3,3.3,1.9,0.3,0.1,0.2,0.5,0.6,1.3,1.9,1.3,0.9,0.6,0
1627732,n1627732.png,Ben,Simmons,Guard,Forward,73.1,6.9,6.3,6.1,0.6,1.3,2.3,1,5.3,5.6,3.2,1.4,0.6,0
1627734,n1627734.png,Domantas,Sabonis,Forward,Center,94.8,19.1,12.3,7.3,0.5,0.8,2.9,3.2,9.1,11.9,7.3,5.5,4.1,0.4
1627736,n1627736.png,Malik,Beasley,Guard,Guard,68.9,12.7,3.5,1.5,0.1,0.8,1.1,0.4,3.1,11.6,4.6,0.8,0.6,2.9
1627739,n1627739.png,Kris,Dunn,Guard,Guard,78.4,13.2,4.5,5.6,0.5,1.1,1.6,0.4,4.1,9.8,5.3,2.4,1.9,0.8
1627741,n1627741.png,Buddy,Hield,Guard,Guard,78.3,16.8,5,2.8,0.3,1.2,1.7,0.8,4.2,13,5.9,1.6,1.3,3.6
1627742,n1627742.png,Brandon,Ingram,Forward,Forward,90.1,24.7,5.5,5.8,0.4,0.7,3.3,0.5,5,18.6,9,6,5.3,1.4
1627745,n1627745.png,Damian,Jones,Center,Center,58.3,3.5,3,0.4,0.5,0.2,0.6,1,2,2.1,1.3,0.7,0.5,0.2
1627747,n1627747.png,Caris,LeVert,Guard,Guard,72.2,12.1,3.8,3.9,0.3,1,1.6,0.7,3.1,10,4.3,2.4,1.8,1.7
1627749,n1627749.png,Dejounte,Murray,Guard,Guard,86.4,20.5,5.3,6.1,0.3,1.5,2.2,0.7,4.5,17.8,8.3,2.6,2.1,1.8
1627750,n1627750.png,Jamal,Murray,Guard,Guard,84.4,20,4,6.2,0.2,1,2.2,0.7,3.2,16,7.3,3.3,2.8,2.6
1627751,n1627751.png,Jakob,Poeltl,Center,Center,79.2,12.5,9.1,2.7,1.2,0.9,1.7,3.3,5.8,8.6,5.4,2.8,1.7,0
1627752,n1627752.png,Taurean,Prince,Forward,Forward,64.9,9.1,2.4,1.6,0.3,0.5,1.3,0.3,2.2,7,3.3,1.4,1.2,1.4
1627759,n1627759.png,Jaylen,Brown,Guard,Forward,90.9,26.6,6.9,3.5,0.4,1.1,2.9,1.2,5.7,20.6,10.1,5.1,3.9,2.4
1627763,n1627763.png,Malcolm,Brogdon,Guard,Guard,76.5,14.9,4.2,3.7,0.3,0.7,1.5,0.6,3.6,10.9,5.3,2.7,2.4,2
